frame,left,right,diff,decision
frame_000000.jpg,-0.001496,0.006946,-0.008442,left
frame_000001.jpg,-0.004416,0.009035,-0.013450,left
frame_000002.jpg,-0.004668,0.009766,-0.014435,left
frame_000003.jpg,-0.005783,0.010389,-0.016172,left
frame_000004.jpg,-0.005462,0.010402,-0.015864,left
frame_000005.jpg,-0.005530,0.010430,-0.015960,left
frame_000006.jpg,-0.005659,0.010585,-0.016244,left
frame_000007.jpg,-0.007631,0.010193,-0.017824,left
frame_000008.jpg,0.002554,0.009242,-0.006688,left
frame_000009.jpg,0.005689,0.006779,-0.001090,left
frame_000010.jpg,0.007405,0.005542,0.001863,right
frame_000011.jpg,0.008270,0.004975,0.003296,right
frame_000012.jpg,0.008545,0.004473,0.004072,right
frame_000013.jpg,0.002988,0.000473,0.002515,right
frame_000014.jpg,0.006398,0.002842,0.003556,right
frame_000015.jpg,0.004316,0.005352,-0.001037,left
frame_000016.jpg,-0.001830,0.006017,-0.007847,left
frame_000017.jpg,-0.004505,0.003096,-0.007601,left
frame_000018.jpg,-0.002060,0.001446,-0.003505,left
frame_000019.jpg,-0.002341,0.000593,-0.002934,left
frame_000020.jpg,-0.000291,-0.000286,-0.000005,left
frame_000021.jpg,0.000459,-0.001384,0.001844,right
frame_000022.jpg,0.000641,-0.001995,0.002636,right
frame_000023.jpg,0.000891,-0.002149,0.003040,right
frame_000024.jpg,0.000866,-0.002263,0.003128,right
frame_000025.jpg,0.000775,-0.002302,0.003076,right
frame_000026.jpg,0.000799,-0.002163,0.002963,right
frame_000027.jpg,0.001054,-0.002300,0.003354,right
frame_000028.jpg,0.000776,-0.002181,0.002957,right
frame_000029.jpg,0.000915,-0.002243,0.003159,right
frame_000030.jpg,-0.001632,0.007042,-0.008674,left
frame_000031.jpg,-0.003663,0.008912,-0.012575,left
frame_000032.jpg,-0.004517,0.009662,-0.014178,left
frame_000033.jpg,-0.005235,0.010197,-0.015432,left
frame_000034.jpg,-0.005374,0.010250,-0.015624,left
frame_000035.jpg,-0.005416,0.010615,-0.016031,left
frame_000036.jpg,-0.005720,0.010707,-0.016427,left
frame_000037.jpg,-0.007435,0.011238,-0.018674,left
frame_000038.jpg,-0.007586,0.009010,-0.016596,left
frame_000039.jpg,0.004283,0.009799,-0.005515,left
frame_000040.jpg,0.007763,0.007625,0.000138,right
frame_000041.jpg,0.010187,0.006281,0.003906,right
frame_000042.jpg,0.011025,0.005506,0.005519,right
frame_000043.jpg,0.011489,0.005346,0.006142,right
frame_000044.jpg,0.007539,0.002733,0.004806,right
frame_000045.jpg,0.009742,0.002107,0.007635,right
frame_000046.jpg,0.006049,0.004917,0.001131,right
frame_000047.jpg,-0.000499,0.005401,-0.005900,left
frame_000048.jpg,-0.007535,0.002824,-0.010359,left
